Time,i-06bb8ab1030f079de (SIL-IISA01P11),i-0b299dc18487f43dd (SIL-IISA01P12),i-035d6884fb647637a (SIL-IISA01P13),i-0f407909e6ccba027 (SIL-IISA01P14),i-04f710d1703a9b400 (SIL-IISA01P15),i-022e80d50209ad2e7 (SIL-IISA01P16),i-096bd3d58e691b904 (SIL-IISA01P17),i-0d98f68bf4868f54f (SIL-IISA01P18)
2025/11/07 00:05:00,28.063539505004883,36.23722457885742,60.40734100341797,69.43462371826172,69.47130584716797,71.531494140625,22.992345809936523,20.34356689453125
2025/11/07 00:10:00,28.062559127807617,36.23722457885742,60.40734100341797,69.43462371826172,69.47081756591797,71.531005859375,22.992345809936523,20.350427627563477
2025/11/07 00:15:00,28.062559127807617,36.23722457885742,60.40685272216797,69.43462371826172,69.47081756591797,71.531005859375,22.99136734008789,20.350427627563477
2025/11/07 00:20:00,28.062559127807617,36.23722457885742,60.40685272216797,69.43413543701172,69.47032928466797,71.531005859375,22.99136734008789,20.34944725036621
2025/11/07 00:25:00,28.06157875061035,36.23722457885742,60.40685272216797,69.43363952636719,69.47032928466797,71.531005859375,22.990386962890625,20.34944725036621
2025/11/07 00:30:00,28.06157875061035,36.23722457885742,60.40685272216797,69.43363952636719,69.47032928466797,71.530517578125,22.990386962890625,20.34944725036621
2025/11/07 00:35:00,28.06157875061035,36.23722457885742,60.40685272216797,69.43315124511719,69.46984100341797,71.530029296875,22.98940658569336,20.348466873168945
2025/11/07 00:40:00,28.06060028076172,36.23722457885742,60.40685272216797,69.43315124511719,69.46935272216797,71.530029296875,22.988426208496094,20.348466873168945
2025/11/07 00:45:00,28.06060028076172,36.23722457885742,60.40685272216797,69.43315124511719,69.46935272216797,71.530029296875,22.988426208496094,20.348466873168945
2025/11/07 00:50:00,28.059619903564453,36.23722457885742,60.40685272216797,69.43266296386719,69.46935272216797,71.529541015625,22.98744773864746,20.34748649597168
2025/11/07 00:55:00,28.059619903564453,36.23722457885742,60.40685272216797,69.43217468261719,69.46885681152344,71.529541015625,22.98744773864746,20.34748649597168
2025/11/07 01:00:00,28.059619903564453,36.23722457885742,60.40685272216797,69.43217468261719,69.46836853027344,71.529541015625,22.988426208496094,20.346506118774414
2025/11/07 01:05:00,28.058639526367188,36.23722457885742,60.40685272216797,69.43168640136719,69.46836853027344,71.529541015625,22.98744773864746,20.346506118774414
2025/11/07 01:10:00,28.058639526367188,36.23722457885742,60.40685272216797,69.43168640136719,69.46836853027344,71.529052734375,22.98744773864746,20.346506118774414
2025/11/07 01:15:00,28.057659149169922,36.23722457885742,60.40685272216797,69.43168640136719,69.46788024902344,71.529052734375,22.98744773864746,20.34552764892578
2025/11/07 01:20:00,28.057659149169922,36.23722457885742,60.40685272216797,69.43119812011719,69.46788024902344,71.528564453125,22.986467361450195,20.34552764892578
2025/11/07 01:25:00,28.057659149169922,36.23722457885742,60.40636444091797,69.43119812011719,69.46788024902344,71.528564453125,22.98548698425293,20.344547271728516
2025/11/07 01:30:00,28.05668067932129,36.23722457885742,60.40636444091797,69.43070983886719,69.46739196777344,71.528564453125,22.98548698425293,20.344547271728516
2025/11/07 01:35:00,28.05668067932129,36.23722457885742,60.40636444091797,69.43070983886719,69.46739196777344,71.528564453125,22.984506607055664,20.34356689453125
2025/11/07 01:40:00,28.055700302124023,36.236244201660156,60.40636444091797,69.43022155761719,69.46690368652344,71.528076171875,22.984506607055664,20.34356689453125
2025/11/07 01:45:00,28.055700302124023,36.236244201660156,60.40636444091797,69.43022155761719,69.46690368652344,71.528076171875,22.984506607055664,20.34356689453125
2025/11/07 01:50:00,28.054719924926758,36.236244201660156,60.40636444091797,69.42973327636719,69.46641540527344,71.528076171875,22.98352813720703,20.342586517333984
2025/11/07 01:55:00,28.054719924926758,36.236244201660156,60.40636444091797,69.42973327636719,69.46641540527344,71.527587890625,22.98352813720703,20.342586517333984
2025/11/07 02:00:00,28.054719924926758,36.236244201660156,60.40636444091797,69.42923736572266,69.46641540527344,71.527587890625,22.98352813720703,20.34160804748535
2025/11/07 02:05:00,28.057659149169922,36.236244201660156,60.40636444091797,69.42923736572266,69.46592712402344,71.527587890625,22.982547760009766,20.34160804748535
2025/11/07 02:10:00,28.05668067932129,36.236244201660156,60.40587615966797,69.42874908447266,69.46592712402344,71.52709197998047,22.9815673828125,20.340627670288086
2025/11/07 02:15:00,28.06451988220215,36.236244201660156,60.40587615966797,69.42874908447266,69.46543884277344,71.52709197998047,22.984506607055664,20.340627670288086
2025/11/07 02:20:00,28.06451988220215,36.23526382446289,60.40587615966797,69.42826080322266,69.46543884277344,71.52660369873047,22.984506607055664,20.340627670288086
2025/11/07 02:25:00,28.063539505004883,36.23526382446289,60.40587615966797,69.42826080322266,69.46543884277344,71.52660369873047,22.98352813720703,20.33964729309082
2025/11/07 02:30:00,28.063539505004883,36.23526382446289,60.40587615966797,69.42777252197266,69.46495056152344,71.52660369873047,22.98352813720703,20.33964729309082
2025/11/07 02:35:00,28.062559127807617,36.23526382446289,60.40587615966797,69.42777252197266,69.46495056152344,71.52660369873047,22.98352813720703,20.342586517333984
2025/11/07 02:40:00,28.062559127807617,36.23526382446289,60.40587615966797,69.42777252197266,69.4644546508789,71.52611541748047,22.982547760009766,20.34160804748535
2025/11/07 02:45:00,28.06157875061035,36.23526382446289,60.40587615966797,69.42728424072266,69.4644546508789,71.52611541748047,22.98940658569336,20.34160804748535
2025/11/07 02:50:00,28.06157875061035,36.23526382446289,60.40587615966797,69.42728424072266,69.4639663696289,71.52611541748047,22.98940658569336,20.34160804748535
2025/11/07 02:55:00,28.06157875061035,36.23526382446289,60.40587615966797,69.42679595947266,69.4639663696289,71.52562713623047,22.98940658569336,20.340627670288086
2025/11/07 03:00:00,28.06157875061035,36.23526382446289,60.40587615966797,69.42630767822266,69.4639663696289,71.52562713623047,22.988426208496094,20.33964729309082
2025/11/07 03:05:00,28.06060028076172,36.24506378173828,60.40587615966797,69.42630767822266,69.4634780883789,71.52611541748047,22.988426208496094,20.33964729309082
2025/11/07 03:10:00,28.06060028076172,36.24506378173828,60.40587615966797,69.42630767822266,69.4634780883789,71.52611541748047,22.988426208496094,20.33964729309082
2025/11/07 03:15:00,28.059619903564453,36.24506378173828,60.40538787841797,69.42581939697266,69.4629898071289,71.52611541748047,22.98744773864746,20.338666915893555
2025/11/07 03:20:00,28.059619903564453,36.24506378173828,60.40538787841797,69.42581939697266,69.4629898071289,71.52611541748047,22.98744773864746,20.338666915893555
2025/11/07 03:25:00,28.059619903564453,36.24506378173828,60.40538787841797,69.42581939697266,69.4629898071289,71.52562713623047,22.98744773864746,20.338666915893555
2025/11/07 03:30:00,28.058639526367188,36.24506378173828,60.40538787841797,69.43168640136719,69.4625015258789,71.52562713623047,22.986467361450195,20.337688446044922
2025/11/07 03:35:00,28.058639526367188,36.24506378173828,60.40538787841797,69.43119812011719,69.4625015258789,71.52562713623047,22.98548698425293,20.337688446044922
2025/11/07 03:40:00,28.058639526367188,36.24506378173828,60.40538787841797,69.43119812011719,69.4620132446289,71.52513885498047,22.98548698425293,20.337688446044922
2025/11/07 03:45:00,28.058639526367188,36.24506378173828,60.40538787841797,69.43119812011719,69.4620132446289,71.52513885498047,22.98548698425293,20.337688446044922
2025/11/07 03:50:00,28.057659149169922,36.244083404541016,60.40538787841797,69.43070983886719,69.4620132446289,71.52465057373047,22.984506607055664,20.336708068847656
2025/11/07 03:55:00,28.057659149169922,36.244083404541016,60.4048957824707,69.43070983886719,69.4615249633789,71.52465057373047,22.984506607055664,20.336708068847656
2025/11/07 04:00:00,28.05668067932129,36.244083404541016,60.4048957824707,69.43022155761719,69.4615249633789,71.52416229248047,22.984506607055664,20.336708068847656
2025/11/07 04:05:00,28.05668067932129,36.244083404541016,60.4048957824707,69.43119812011719,69.4625015258789,71.52416229248047,22.98352813720703,20.33572769165039
